id,actor,date,party,leaning,emi_w2vparliament
1258427936321024007,actor_T31,2020-05-07,The Left Party,left,0.620644
1258788706900750342,actor_T23,2020-05-08,SPD,middle,0.29416
1258809070095564800,actor_T17,2020-05-08,SPD,middle,-0.239656
1259139236688801800,actor_T39,2020-05-09,SPD,middle,0.40447
1259577012064325640,actor_T26,2020-05-10,CDU/CSU,middle,-0.908584
1259867128599109633,actor_T35,2020-05-11,FDP,middle,0.210237
1260169366659792896,actor_T37,2020-05-12,AFD,right,2.068326
1260801154306519041,actor_T10,2020-05-14,SPD,middle,0.437581
1260869973259452417,actor_T28,2020-05-14,FDP,middle,1.123193
1260962205140484096,actor_T40,2020-05-14,FDP,middle,0.393168
1260982143322382336,actor_T09,2020-05-14,The Left Party,left,0.631711
1261006050918043654,actor_T08,2020-05-14,SPD,middle,-0.982756
1261553722175430656,actor_T39,2020-05-16,SPD,middle,0.58147
1261598012859711488,actor_T24,2020-05-16,AFD,right,-1.05543
1261753288233553921,actor_T06,2020-05-16,The Left Party,left,-0.038638
1261951961169092608,actor_T17,2020-05-17,SPD,middle,-1.217369
1262423856020684800,actor_T11,2020-05-18,Alliance 90/The Greens,middle,0.196378
1262836025535213568,actor_T27,2020-05-19,CDU/CSU,middle,0.249766
1263160440982511620,actor_T39,2020-05-20,SPD,middle,0.226596
1263430975184404480,actor_T26,2020-05-21,CDU/CSU,middle,0.657344
1263440552936255495,actor_T23,2020-05-21,SPD,middle,-0.407584
1264856534284107779,actor_T33,2020-05-25,SPD,middle,0.733314
1265040643929276416,actor_T25,2020-05-25,The Left Party,left,-0.155317
1265526148286550018,actor_T37,2020-05-27,AFD,right,-0.337756
1265671622230450179,actor_T22,2020-05-27,AFD,right,0.610272
1265689558827429893,actor_T34,2020-05-27,The Left Party,left,-0.111946
1265717564421914626,actor_T39,2020-05-27,SPD,middle,0.196775
1265728693923700736,actor_T17,2020-05-27,SPD,middle,1.347908
1266017083680329728,actor_T32,2020-05-28,CDU/CSU,middle,-0.10227
1266075003772157953,actor_T15,2020-05-28,SPD,middle,-0.961354
1266333169353142272,actor_T17,2020-05-29,SPD,middle,0.136267
1266382161868980224,actor_T13,2020-05-29,CDU/CSU,middle,-1.550817
1266619534603096065,actor_T28,2020-05-30,FDP,middle,-0.575206
1267191287087857667,actor_T11,2020-05-31,Alliance 90/The Greens,middle,-0.707692
1267194857224835072,actor_T35,2020-05-31,FDP,middle,-0.351303
1268164017203359744,actor_T36,2020-06-03,Alliance 90/The Greens,middle,-0.637099
1268404971353014272,actor_T39,2020-06-04,SPD,middle,0.01264
1268425266579333126,actor_T10,2020-06-04,SPD,middle,0.112383
1268504586786086916,actor_T23,2020-06-04,SPD,middle,1.018023
1268560352276623364,actor_T17,2020-06-04,SPD,middle,0.384456
1268883850538758146,actor_T40,2020-06-05,FDP,middle,0.278622
1269347890620760073,actor_T31,2020-06-06,The Left Party,left,-0.136447
1269364241661939717,actor_T09,2020-06-06,The Left Party,left,-0.40111
1269589545437343744,actor_T17,2020-06-07,SPD,middle,0.40491
1269701283763683330,actor_T32,2020-06-07,CDU/CSU,middle,-0.246339
1269720238528122884,actor_T01,2020-06-07,Alliance 90/The Greens,middle,0.020216
1269997870448607233,actor_T26,2020-06-08,CDU/CSU,middle,1.824649
1270370680056545286,actor_T27,2020-06-09,CDU/CSU,middle,-0.445419
1270400622752301056,actor_T25,2020-06-09,The Left Party,left,0.101846
1270447407248048132,actor_T37,2020-06-09,AFD,right,-2.183835
1270599959814057987,actor_T39,2020-06-10,SPD,middle,-1.373724
1270603842124746753,actor_T17,2020-06-10,SPD,middle,1.095926
1270703345553063937,actor_T22,2020-06-10,AFD,right,-1.202444
1270802102416277505,actor_T17,2020-06-10,SPD,middle,-0.471812
1271017648478924800,actor_T24,2020-06-11,AFD,right,0.539767
1271509101701402626,actor_T11,2020-06-12,Alliance 90/The Greens,middle,0.630918
1272100795547365381,actor_T17,2020-06-14,SPD,middle,-0.016776
1272473955467739136,actor_T07,2020-06-15,CDU/CSU,middle,0.697324
1273138235754110977,actor_T39,2020-06-17,SPD,middle,0.693704
1273155231816257538,actor_T03,2020-06-17,CDU/CSU,middle,0.303551
1273360179669733378,actor_T28,2020-06-17,FDP,middle,1.88168
1273506416209338368,actor_T23,2020-06-18,SPD,middle,0.116861
1273518736725680129,actor_T15,2020-06-18,SPD,middle,-0.560351
1273662882660696064,actor_T17,2020-06-18,SPD,middle,0.746297
1274428229244407810,actor_T39,2020-06-20,SPD,middle,-0.207597
1274561548518854657,actor_T26,2020-06-21,CDU/CSU,middle,0.842816
1274624967716593664,actor_T22,2020-06-21,AFD,right,-1.068699
1274749912903823362,actor_T32,2020-06-21,CDU/CSU,middle,0.047742
1274788011067297793,actor_T30,2020-06-21,FDP,middle,1.246445
1275387060036173824,actor_T33,2020-06-23,SPD,middle,-0.25885
1275456411007361024,actor_T13,2020-06-23,CDU/CSU,middle,0.522514
1275805912616361984,actor_T23,2020-06-24,SPD,middle,1.034458
1275817640003502082,actor_T37,2020-06-24,AFD,right,0.791045
1275843282011066373,actor_T35,2020-06-24,FDP,middle,0.717688
1276074501843845121,actor_T40,2020-06-25,FDP,middle,0.902455
1276153759723380737,actor_T34,2020-06-25,The Left Party,left,1.208305
1276492497401851905,actor_T17,2020-06-26,SPD,middle,1.8371
1277120941517164544,actor_T39,2020-06-28,SPD,middle,0.580109
1277227820666753026,actor_T11,2020-06-28,Alliance 90/The Greens,middle,0.80385
1277621375432359936,actor_T26,2020-06-29,CDU/CSU,middle,0.242337
1277638837284585472,actor_T28,2020-06-29,FDP,middle,1.275576
1278307185655721984,actor_T10,2020-07-01,SPD,middle,-0.295309
1278761412555350019,actor_T01,2020-07-02,Alliance 90/The Greens,middle,0.239664
1278989381496385536,actor_T25,2020-07-03,The Left Party,left,-0.327102
1279458185615683588,actor_T03,2020-07-04,CDU/CSU,middle,0.213324
1279725246145273857,actor_T09,2020-07-05,The Left Party,left,0.105045
1279806739244859401,actor_T28,2020-07-05,FDP,middle,0.61596
1280137865205288967,actor_T31,2020-07-06,The Left Party,left,0.981122
1280914178203701248,actor_T27,2020-07-08,CDU/CSU,middle,1.422854
1280952779083845632,actor_T17,2020-07-08,SPD,middle,0.734285
1281142052529623040,actor_T39,2020-07-09,SPD,middle,0.652259
1281501449462132736,actor_T37,2020-07-10,AFD,right,-2.079655
1281934619001204736,actor_T32,2020-07-11,CDU/CSU,middle,-0.8165
1282235090559434752,actor_T33,2020-07-12,SPD,middle,0.823891
1282409810131132417,actor_T28,2020-07-12,FDP,middle,1.537
1282999778243219458,actor_T25,2020-07-14,The Left Party,left,0.515331
1283017355195559938,actor_T22,2020-07-14,AFD,right,-0.474069
1283053088618709002,actor_T06,2020-07-14,The Left Party,left,0.880014
1283365650937847811,actor_T35,2020-07-15,FDP,middle,-1.088729
1283787346236911617,actor_T15,2020-07-16,SPD,middle,0.263161
1284075299429404672,actor_T39,2020-07-17,SPD,middle,-0.733041
1284123875039760385,actor_T23,2020-07-17,SPD,middle,0.075975
1284171695457214470,actor_T28,2020-07-17,FDP,middle,-1.032575
1285448377451380736,actor_T13,2020-07-21,CDU/CSU,middle,0.317953
1285532370033156099,actor_T34,2020-07-21,The Left Party,left,0.125351
1285945900708311041,actor_T17,2020-07-22,SPD,middle,-0.010652
1286557020427030528,actor_T08,2020-07-24,SPD,middle,-0.016563
1286923847229374464,actor_T26,2020-07-25,CDU/CSU,middle,0.918166
1286961815570845696,actor_T39,2020-07-25,SPD,middle,-0.83915
1286998797957160960,actor_T20,2020-07-25,The Left Party,left,0.776193
1287338924575268864,actor_T10,2020-07-26,SPD,middle,0.962759
1287730344452665353,actor_T40,2020-07-27,FDP,middle,2.003291
1288430387526610949,actor_T37,2020-07-29,AFD,right,-0.861781
1288898125135056896,actor_T32,2020-07-30,CDU/CSU,middle,-0.231506
1289092890938019840,actor_T35,2020-07-31,FDP,middle,0.469738
1289111950241288192,actor_T30,2020-07-31,FDP,middle,0.192856
1289142315857121280,actor_T28,2020-07-31,FDP,middle,0.653454
1290363329777721346,actor_T39,2020-08-03,SPD,middle,-0.301035
1291356737317076992,actor_T17,2020-08-06,SPD,middle,2.19654
1291627017448960002,actor_T03,2020-08-07,CDU/CSU,middle,-0.180395
1292061089191141381,actor_T11,2020-08-08,Alliance 90/The Greens,middle,0.222025
1292205500659105793,actor_T25,2020-08-08,The Left Party,left,-0.069753
1292458405416898560,actor_T15,2020-08-09,SPD,middle,-0.424172
1292497267178573826,actor_T28,2020-08-09,FDP,middle,0.790556
1292597447227736065,actor_T15,2020-08-09,SPD,middle,0.07319
1292758433188413440,actor_T17,2020-08-10,SPD,middle,-0.833114
1292783852864311296,actor_T08,2020-08-10,SPD,middle,-0.099391
1293509101847220225,actor_T24,2020-08-12,AFD,right,0.085809
1293534322465689605,actor_T39,2020-08-12,SPD,middle,-0.232198
1293577641128321025,actor_T10,2020-08-12,SPD,middle,-0.40552
1293652772391329792,actor_T09,2020-08-12,The Left Party,left,-0.240118
1293850336868917248,actor_T32,2020-08-13,CDU/CSU,middle,0.241159
1294284904969244674,actor_T10,2020-08-14,SPD,middle,-1.516074
1294892627326914560,actor_T13,2020-08-16,CDU/CSU,middle,-0.453369
1294949716384505856,actor_T10,2020-08-16,SPD,middle,-0.884355
1295082653230792704,actor_T23,2020-08-16,SPD,middle,0.850184
1295304642641965056,actor_T28,2020-08-17,FDP,middle,-0.040826
1295338735056322562,actor_T31,2020-08-17,The Left Party,left,-0.9096
1295549084191907840,actor_T37,2020-08-18,AFD,right,-0.327199
1295795800480657410,actor_T08,2020-08-18,SPD,middle,1.083489
1295800454379704322,actor_T34,2020-08-18,The Left Party,left,-0.709829
1295806958629527552,actor_T07,2020-08-18,CDU/CSU,middle,-0.817607
1295961418169298944,actor_T10,2020-08-19,SPD,middle,-0.235726
1296084713241743360,actor_T22,2020-08-19,AFD,right,-0.039767
1296500444307623937,actor_T40,2020-08-20,FDP,middle,0.537641
1296831898832994305,actor_T25,2020-08-21,The Left Party,left,0.86227
1296875693087784961,actor_T28,2020-08-21,FDP,middle,0.347842
1297079957080936448,actor_T30,2020-08-22,FDP,middle,0.403857
1297147307461414912,actor_T01,2020-08-22,Alliance 90/The Greens,middle,0.614623
1297201576403251202,actor_T17,2020-08-22,SPD,middle,-0.556128
1297423187689574401,actor_T35,2020-08-23,FDP,middle,1.530826
1297565128557318144,actor_T28,2020-08-23,FDP,middle,0.438342
1297771714596806681,actor_T10,2020-08-24,SPD,middle,0.02155
1297900490035007489,actor_T15,2020-08-24,SPD,middle,-1.219893
1297915279574433794,actor_T06,2020-08-24,The Left Party,left,1.422144
1298184932028751872,actor_T22,2020-08-25,AFD,right,-0.736579
1298666319999574018,actor_T26,2020-08-26,CDU/CSU,middle,2.827841
1299303495334612992,actor_T32,2020-08-28,CDU/CSU,middle,-0.627951
1300319161193816064,actor_T28,2020-08-31,FDP,middle,0.769101
1300524488736624641,actor_T37,2020-08-31,AFD,right,-1.605126
1301026702810902528,actor_T10,2020-09-02,SPD,middle,-0.306102
1301081822877700096,actor_T25,2020-09-02,The Left Party,left,-0.492613
1301126577992937473,actor_T17,2020-09-02,SPD,middle,0.422824
1301149820535615490,actor_T33,2020-09-02,SPD,middle,0.864545
1301269676660584450,actor_T27,2020-09-02,CDU/CSU,middle,0.279864
1301496412664987649,actor_T35,2020-09-03,FDP,middle,0.618116
1301521527985364993,actor_T01,2020-09-03,Alliance 90/The Greens,middle,-0.058706
1302614948082847745,actor_T28,2020-09-06,FDP,middle,0.60289
1302915167462793216,actor_T40,2020-09-07,FDP,middle,-0.53188
1302923680826224640,actor_T39,2020-09-07,SPD,middle,0.476181
1303287133554331648,actor_T10,2020-09-08,SPD,middle,-0.142355
1303300473852702725,actor_T25,2020-09-08,The Left Party,left,1.218621
1303303798098518018,actor_T15,2020-09-08,SPD,middle,1.243444
1303567571564867585,actor_T35,2020-09-09,FDP,middle,0.404504
1303678691029983234,actor_T09,2020-09-09,The Left Party,left,-1.088758
1303727078580400128,actor_T03,2020-09-09,CDU/CSU,middle,2.688811
1304052490334277632,actor_T22,2020-09-10,AFD,right,-1.09488
1304057105071190016,actor_T34,2020-09-10,The Left Party,left,-0.007431
1304177060106174465,actor_T25,2020-09-10,The Left Party,left,0.893144
1304356534227472385,actor_T26,2020-09-11,CDU/CSU,middle,2.168822
1305564258491564037,actor_T16,2020-09-14,The Left Party,left,0.104942
1305593709103403009,actor_T39,2020-09-14,SPD,middle,-0.45547
1305760858346225668,actor_T20,2020-09-15,The Left Party,left,-0.164759
1305863836155686912,actor_T28,2020-09-15,FDP,middle,1.582724
1305975759178211335,actor_T25,2020-09-15,The Left Party,left,-0.857138
1306245909412540416,actor_T17,2020-09-16,SPD,middle,0.169801
1306499405642690560,actor_T24,2020-09-17,AFD,right,0.028946
1306552423410995200,actor_T13,2020-09-17,CDU/CSU,middle,0.397971
1306944333711630337,actor_T40,2020-09-18,FDP,middle,0.877578
1306986310071189505,actor_T28,2020-09-18,FDP,middle,-0.503556
1307043192882237443,actor_T37,2020-09-18,AFD,right,-0.561248
1307233054201729025,actor_T10,2020-09-19,SPD,middle,-1.173937
1307252284607393798,actor_T03,2020-09-19,CDU/CSU,middle,0.900118
1308024402768998401,actor_T25,2020-09-21,The Left Party,left,-0.279383
1308340757418311681,actor_T39,2020-09-22,SPD,middle,0.844664
1308416960896610310,actor_T35,2020-09-22,FDP,middle,0.63981
1308429003771064320,actor_T26,2020-09-22,CDU/CSU,middle,0.933616
1308994213795835906,actor_T11,2020-09-24,Alliance 90/The Greens,middle,0.286427
1309074552635490306,actor_T24,2020-09-24,AFD,right,-0.413204
1309238395303010305,actor_T25,2020-09-24,The Left Party,left,-0.227813
1309771145076518913,actor_T25,2020-09-26,The Left Party,left,-0.037643
1309988972404277248,actor_T17,2020-09-26,SPD,middle,0.432491
1310196281906782208,actor_T32,2020-09-27,CDU/CSU,middle,-0.003514
1310274793606914051,actor_T23,2020-09-27,SPD,middle,0.539
1310278721920790529,actor_T01,2020-09-27,Alliance 90/The Greens,middle,0.387493
1310519427176243202,actor_T28,2020-09-28,FDP,middle,1.655926
1310559071280549888,actor_T33,2020-09-28,SPD,middle,0.817378
1310844901773512704,actor_T39,2020-09-29,SPD,middle,0.861092
1310926140853415939,actor_T15,2020-09-29,SPD,middle,0.17469
1310929777088442372,actor_T25,2020-09-29,The Left Party,left,-0.159782
1310989747100286976,actor_T06,2020-09-29,The Left Party,left,0.424965
1311352010042679298,actor_T18,2020-09-30,AFD,right,-0.430271
1311709129979973635,actor_T39,2020-10-01,SPD,middle,-0.761384
1311951321629708288,actor_T25,2020-10-02,The Left Party,left,-1.674345
1312013922552119296,actor_T31,2020-10-02,The Left Party,left,-1.056638
1312026177977147393,actor_T40,2020-10-02,FDP,middle,-0.673208
1312711288116719617,actor_T26,2020-10-04,CDU/CSU,middle,-0.476467
1313119234558394368,actor_T09,2020-10-05,The Left Party,left,0.881018
1313362322237403137,actor_T25,2020-10-06,The Left Party,left,-0.369987
1313462991132733440,actor_T39,2020-10-06,SPD,middle,-0.200865
1313751484065091587,actor_T37,2020-10-07,AFD,right,0.817984
1313842062027100161,actor_T35,2020-10-07,FDP,middle,0.451614
1313860005796474880,actor_T34,2020-10-07,The Left Party,left,0.918317
1313971226587561985,actor_T28,2020-10-07,FDP,middle,0.149646
1314304409417981975,actor_T25,2020-10-08,The Left Party,left,-1.484998
1314305941299515392,actor_T32,2020-10-08,CDU/CSU,middle,-1.49301
1314595145501880320,actor_T10,2020-10-09,SPD,middle,-1.169113
1315002743308849153,actor_T30,2020-10-10,FDP,middle,-0.249164
1315173999379386368,actor_T25,2020-10-11,The Left Party,left,0.22744
1315596459643985920,actor_T39,2020-10-12,SPD,middle,-0.899145
1315885820281225216,actor_T10,2020-10-13,SPD,middle,-1.124317
1315994500544765952,actor_T07,2020-10-13,CDU/CSU,middle,0.978851
1316039029624901632,actor_T36,2020-10-13,Alliance 90/The Greens,middle,0.450046
1316102980509347840,actor_T28,2020-10-13,FDP,middle,0.890233
1316106394504957952,actor_T27,2020-10-13,CDU/CSU,middle,-0.780646
1316460663104045057,actor_T26,2020-10-14,CDU/CSU,middle,0.34151
1316468211441971201,actor_T01,2020-10-14,Alliance 90/The Greens,middle,-0.854544
1316470602128150533,actor_T16,2020-10-14,The Left Party,left,-0.579976
1316739279264059392,actor_T25,2020-10-15,The Left Party,left,-0.614888
1317463761071071233,actor_T25,2020-10-17,The Left Party,left,0.163933
1317785938190307328,actor_T13,2020-10-18,CDU/CSU,middle,0.083535
1317843772961660933,actor_T35,2020-10-18,FDP,middle,1.678924
1318115617224953857,actor_T22,2020-10-19,AFD,right,0.262112
1318404131346927617,actor_T39,2020-10-20,SPD,middle,1.306998
1318427672033320961,actor_T40,2020-10-20,FDP,middle,-1.497392
1318554092944412677,actor_T25,2020-10-20,The Left Party,left,0.338084
1318641154183827457,actor_T40,2020-10-20,FDP,middle,0.442324
1318801061734436866,actor_T28,2020-10-21,FDP,middle,-0.311643
1318852029192830978,actor_T37,2020-10-21,AFD,right,0.270578
1318867131866451970,actor_T32,2020-10-21,CDU/CSU,middle,-0.346295
1318940919907966980,actor_T17,2020-10-21,SPD,middle,-0.122078
1319179189476610049,actor_T23,2020-10-22,SPD,middle,-0.244018
1319547563612176385,actor_T33,2020-10-23,SPD,middle,0.474852
1320115662329708544,actor_T25,2020-10-24,The Left Party,left,0.087652
1320298688070246401,actor_T28,2020-10-25,FDP,middle,0.138931
1320747723893727235,actor_T01,2020-10-26,Alliance 90/The Greens,middle,0.025284
1321020588710858752,actor_T31,2020-10-27,The Left Party,left,-0.155641
1321150606464196610,actor_T04,2020-10-27,AFD,right,-0.803747
1321201135663878145,actor_T09,2020-10-27,The Left Party,left,0.62996
1321327532285825025,actor_T10,2020-10-28,SPD,middle,0.48049
1321376155736428544,actor_T35,2020-10-28,FDP,middle,-0.512364
1321394607868026883,actor_T40,2020-10-28,FDP,middle,1.579733
1321543636690108419,actor_T25,2020-10-28,The Left Party,left,-0.43507
1321848731080232961,actor_T40,2020-10-29,FDP,middle,0.698784
1322132330664939520,actor_T34,2020-10-30,The Left Party,left,-0.926421
1322188471436484609,actor_T16,2020-10-30,The Left Party,left,-0.400157
1322191216319094789,actor_T39,2020-10-30,SPD,middle,0.090396
1322521624172810241,actor_T28,2020-10-31,FDP,middle,1.304082
1322965835577778176,actor_T35,2020-11-01,FDP,middle,-0.162863
1323184650584543232,actor_T20,2020-11-02,The Left Party,left,0.710384
1323203317544222720,actor_T26,2020-11-02,CDU/CSU,middle,0.046053
1323363529391591434,actor_T17,2020-11-02,SPD,middle,-0.776473
1323602915085504512,actor_T25,2020-11-03,The Left Party,left,-1.204223
1323997441562157057,actor_T01,2020-11-04,Alliance 90/The Greens,middle,-0.999745
1324027904003624961,actor_T15,2020-11-04,SPD,middle,-0.346457
1324103607625666561,actor_T11,2020-11-04,Alliance 90/The Greens,middle,-0.879989
1324296723439767553,actor_T23,2020-11-05,SPD,middle,1.344865
1324308879438716931,actor_T37,2020-11-05,AFD,right,0.901146
1324340165796614146,actor_T40,2020-11-05,FDP,middle,2.286941
1324350191303086083,actor_T13,2020-11-05,CDU/CSU,middle,1.127177
1324420512836145152,actor_T39,2020-11-05,SPD,middle,-0.420361
1324469230864093188,actor_T28,2020-11-05,FDP,middle,0.96247
1324827745063489536,actor_T25,2020-11-06,The Left Party,left,-0.175541
1325049488055164930,actor_T31,2020-11-07,The Left Party,left,-0.484917
1325084157664501761,actor_T39,2020-11-07,SPD,middle,0.368794
1325102010421682179,actor_T01,2020-11-07,Alliance 90/The Greens,middle,-0.187251
1325386266146463744,actor_T25,2020-11-08,The Left Party,left,0.31911
1325401536676171776,actor_T18,2020-11-08,AFD,right,-0.212402
1325471898441019394,actor_T34,2020-11-08,The Left Party,left,-1.77514
1325827627287015424,actor_T33,2020-11-09,SPD,middle,1.361628
1325866521248329734,actor_T39,2020-11-09,SPD,middle,-0.293557
1326093937036173312,actor_T26,2020-11-10,CDU/CSU,middle,0.607413
1326262843390517249,actor_T03,2020-11-10,CDU/CSU,middle,0.267065
1326278399934001158,actor_T20,2020-11-10,The Left Party,left,0.162578
1326505206989942785,actor_T32,2020-11-11,CDU/CSU,middle,0.387479
1326843170265702400,actor_T30,2020-11-12,FDP,middle,-0.40031
1326893385161039878,actor_T01,2020-11-12,Alliance 90/The Greens,middle,0.538442
1326986057670389760,actor_T28,2020-11-12,FDP,middle,0.71574
1327013215860088840,actor_T25,2020-11-12,The Left Party,left,-0.708422
1327161875226910721,actor_T40,2020-11-13,FDP,middle,-0.303414
1327263295145971722,actor_T07,2020-11-13,CDU/CSU,middle,1.072099
1327313311059283968,actor_T31,2020-11-13,The Left Party,left,0.235275
1327906438468014080,actor_T39,2020-11-15,SPD,middle,-0.276353
1328044689136771072,actor_T32,2020-11-15,CDU/CSU,middle,0.31353
1328066071648227329,actor_T25,2020-11-15,The Left Party,left,2.33688
1328440555270004737,actor_T17,2020-11-16,SPD,middle,1.012619
1328454578183024640,actor_T37,2020-11-16,AFD,right,-0.47543
1328718293725835264,actor_T09,2020-11-17,The Left Party,left,1.244366
1328793759878930440,actor_T35,2020-11-17,FDP,middle,0.680398
1329031831220576256,actor_T10,2020-11-18,SPD,middle,-0.962141
1329111850047442946,actor_T28,2020-11-18,FDP,middle,0.353401
1329170117863804933,actor_T40,2020-11-18,FDP,middle,-0.043284
1329318728765485057,actor_T04,2020-11-19,AFD,right,0.021462
1329428570935074816,actor_T23,2020-11-19,SPD,middle,1.343292
1329447947147284485,actor_T19,2020-11-19,Alliance 90/The Greens,middle,-0.315247
1329682896446218243,actor_T25,2020-11-20,The Left Party,left,0.605413
1329748727427452935,actor_T39,2020-11-20,SPD,middle,-0.560229
1330080168770211848,actor_T27,2020-11-21,CDU/CSU,middle,-0.557122
1330145436695457802,actor_T34,2020-11-21,The Left Party,left,0.830339
1330457480841850881,actor_T03,2020-11-22,CDU/CSU,middle,-0.102557
1330797559330332672,actor_T06,2020-11-23,The Left Party,left,1.641117
1330987323660570627,actor_T25,2020-11-23,The Left Party,left,-1.692203
1331135695117750272,actor_T13,2020-11-24,CDU/CSU,middle,-1.211435
1331163713383043072,actor_T26,2020-11-24,CDU/CSU,middle,2.091549
1331204104740335616,actor_T28,2020-11-24,FDP,middle,0.163959
1331252974618808321,actor_T39,2020-11-24,SPD,middle,-0.213392
1331868575372611585,actor_T35,2020-11-26,FDP,middle,1.070242
1331888434747748358,actor_T32,2020-11-26,CDU/CSU,middle,0.193784
1331889553251164160,actor_T01,2020-11-26,Alliance 90/The Greens,middle,-0.548726
1331902180325003264,actor_T22,2020-11-26,AFD,right,-0.120623
1331920223646199815,actor_T31,2020-11-26,The Left Party,left,-0.201705
1331934533617377281,actor_T17,2020-11-26,SPD,middle,-0.288327
1332017076903481346,actor_T25,2020-11-26,The Left Party,left,-0.328587
1332158363451396096,actor_T28,2020-11-27,FDP,middle,1.296968
1332183744162263040,actor_T40,2020-11-27,FDP,middle,0.547582
1332259189465489409,actor_T40,2020-11-27,FDP,middle,0.508863
1333499000557801473,actor_T39,2020-11-30,SPD,middle,0.199328
1333761801121640451,actor_T37,2020-12-01,AFD,right,-0.564152
1333806490596073479,actor_T33,2020-12-01,SPD,middle,0.817173
1333863576524742656,actor_T36,2020-12-01,Alliance 90/The Greens,middle,-0.12201
1333889308093259776,actor_T03,2020-12-01,CDU/CSU,middle,0.346856
1334041378930774016,actor_T15,2020-12-02,SPD,middle,-0.128443
1334195154748633094,actor_T26,2020-12-02,CDU/CSU,middle,0.245164
1334443905723604992,actor_T08,2020-12-03,SPD,middle,0.735269
1334542524384423938,actor_T17,2020-12-03,SPD,middle,-0.295264
1334595190145888266,actor_T31,2020-12-03,The Left Party,left,-0.485979
1334820503643693057,actor_T35,2020-12-04,FDP,middle,0.901498
1334938850909687809,actor_T28,2020-12-04,FDP,middle,0.132258
1335232640128077824,actor_T34,2020-12-05,The Left Party,left,0.66363
1335543188023627777,actor_T07,2020-12-06,CDU/CSU,middle,-0.405756
1335626116619448326,actor_T28,2020-12-06,FDP,middle,1.084516
1335648254290259973,actor_T17,2020-12-06,SPD,middle,-0.607416
1336044476373094409,actor_T39,2020-12-07,SPD,middle,0.221015
1336048504058359808,actor_T25,2020-12-07,The Left Party,left,-0.351082
1336368546385973252,actor_T28,2020-12-08,FDP,middle,1.251988
1336581821706989568,actor_T23,2020-12-09,SPD,middle,0.808952
1336614027053699073,actor_T28,2020-12-09,FDP,middle,0.252858
1336617135829880832,actor_T40,2020-12-09,FDP,middle,-0.232864
1336709970956578816,actor_T32,2020-12-09,CDU/CSU,middle,-0.042905
1337001558601555971,actor_T31,2020-12-10,The Left Party,left,-1.060238
1337076595178299394,actor_T16,2020-12-10,The Left Party,left,-0.936938
1337100498193801230,actor_T11,2020-12-10,Alliance 90/The Greens,middle,-0.287187
1337678505434345473,actor_T33,2020-12-12,SPD,middle,0.383132
1337725299333730307,actor_T39,2020-12-12,SPD,middle,0.390335
1337880527450345474,actor_T26,2020-12-12,CDU/CSU,middle,0.018672
1338136639114240000,actor_T35,2020-12-13,FDP,middle,0.291417
1338214101298843648,actor_T28,2020-12-13,FDP,middle,1.642797
1338413016589758464,actor_T37,2020-12-14,AFD,right,-1.23862
1338744542917513216,actor_T17,2020-12-15,SPD,middle,-0.875352
1338753098995691525,actor_T01,2020-12-15,Alliance 90/The Greens,middle,0.201219
1338795747261689857,actor_T28,2020-12-15,FDP,middle,0.34469
1338836603243008005,actor_T13,2020-12-15,CDU/CSU,middle,1.719846
1339177232502239234,actor_T19,2020-12-16,Alliance 90/The Greens,middle,0.343816
1339277119982096385,actor_T40,2020-12-16,FDP,middle,-0.030782
1339565696410394626,actor_T04,2020-12-17,AFD,right,0.035423
1339686597823000576,actor_T15,2020-12-17,SPD,middle,-0.391714
1340264029470789632,actor_T39,2020-12-19,SPD,middle,-0.189082
1340633439104610304,actor_T28,2020-12-20,FDP,middle,1.963617
1340930756592463872,actor_T34,2020-12-21,The Left Party,left,-0.691
1341064660016095232,actor_T17,2020-12-21,SPD,middle,-1.1973
1341658984848175105,actor_T39,2020-12-23,SPD,middle,-0.625414
1341664435874754561,actor_T23,2020-12-23,SPD,middle,0.677
1341679933052084224,actor_T35,2020-12-23,FDP,middle,-0.547856
1341784695512641536,actor_T19,2020-12-23,Alliance 90/The Greens,middle,-0.059177
1343485250731704320,actor_T39,2020-12-28,SPD,middle,-0.251084
1343561718203559936,actor_T03,2020-12-28,CDU/CSU,middle,0.755967
1344313960825303042,actor_T30,2020-12-30,FDP,middle,-0.535297
1344402321632096259,actor_T28,2020-12-30,FDP,middle,1.364052
1344599615035879424,actor_T17,2020-12-31,SPD,middle,-0.971071
1344961725070794752,actor_T37,2021-01-01,AFD,right,-0.805654
1345346768893046786,actor_T31,2021-01-02,The Left Party,left,-0.778081
1345377755697963009,actor_T39,2021-01-02,SPD,middle,-0.916361
1345455231820300288,actor_T32,2021-01-02,CDU/CSU,middle,-0.05754
1345672746064375808,actor_T03,2021-01-03,CDU/CSU,middle,2.07253
1345690903982329856,actor_T03,2021-01-03,CDU/CSU,middle,0.746402
1345705248095145984,actor_T25,2021-01-03,The Left Party,left,-0.883597
1345798242026610689,actor_T35,2021-01-03,FDP,middle,0.8197
1346134249745883141,actor_T03,2021-01-04,CDU/CSU,middle,0.941387
1346155720488726531,actor_T18,2021-01-04,AFD,right,-1.234521
1346189373302255617,actor_T28,2021-01-04,FDP,middle,0.086473
1346402999036485633,actor_T27,2021-01-05,CDU/CSU,middle,-0.106483
1346410343967371264,actor_T13,2021-01-05,CDU/CSU,middle,-0.421381
