id,actor,date,party,leaning,emi_w2vparliament
550449929760813056,actor_T34,2015-01-01,The Left Party,left,0.91238
550570090031513600,actor_T13,2015-01-01,CDU/CSU,middle,0.747319
550600951250563072,actor_T27,2015-01-01,CDU/CSU,middle,-0.518975
550681492628971520,actor_T12,2015-01-01,CDU/CSU,middle,-0.016873
550754170467532800,actor_T15,2015-01-01,SPD,middle,0.501221
550777232386699265,actor_T09,2015-01-01,The Left Party,left,-1.028241
550964810247315456,actor_T23,2015-01-02,SPD,middle,0.706104
550974956616839168,actor_T29,2015-01-02,The Left Party,left,0.233891
551827625430482944,actor_T26,2015-01-04,CDU/CSU,middle,0.025141
552788016742535168,actor_T07,2015-01-07,CDU/CSU,middle,0.034183
553107233727590400,actor_T10,2015-01-08,SPD,middle,-0.364688
553303497392029698,actor_T06,2015-01-08,The Left Party,left,0.088044
555028955645116417,actor_T26,2015-01-13,CDU/CSU,middle,0.908388
555495394881601536,actor_T27,2015-01-14,CDU/CSU,middle,-0.646957
556054681731207168,actor_T09,2015-01-16,The Left Party,left,-0.005555
556092549430280193,actor_T29,2015-01-16,The Left Party,left,-0.250994
556151862358179840,actor_T12,2015-01-16,CDU/CSU,middle,0.059803
557985083865317377,actor_T34,2015-01-21,The Left Party,left,0.037981
558353377655263232,actor_T28,2015-01-22,FDP,middle,0.336768
559050629633413120,actor_T12,2015-01-24,CDU/CSU,middle,0.155737
559257899411578880,actor_T29,2015-01-25,The Left Party,left,-0.494641
559752887388360704,actor_T13,2015-01-26,CDU/CSU,middle,0.848613
559789919397511170,actor_T27,2015-01-26,CDU/CSU,middle,-0.084846
560170896535851008,actor_T26,2015-01-27,CDU/CSU,middle,-0.05509
560517850042208258,actor_T09,2015-01-28,The Left Party,left,-0.664927
560529408340279297,actor_T12,2015-01-28,CDU/CSU,middle,0.679927
561831944187809792,actor_T09,2015-02-01,The Left Party,left,-0.773802
562627425419681792,actor_T06,2015-02-03,The Left Party,left,-1.099162
562732496346169348,actor_T12,2015-02-03,CDU/CSU,middle,0.659548
563261372847620096,actor_T07,2015-02-05,CDU/CSU,middle,-0.574417
563702201315758080,actor_T09,2015-02-06,The Left Party,left,-0.709534
564072890732392448,actor_T27,2015-02-07,CDU/CSU,middle,-0.325118
564818108041662464,actor_T29,2015-02-09,The Left Party,left,0.910733
564912917892837376,actor_T09,2015-02-09,The Left Party,left,-0.50081
566007291624058880,actor_T12,2015-02-12,CDU/CSU,middle,-0.154798
566571548828778497,actor_T06,2015-02-14,The Left Party,left,0.669662
567024490128097280,actor_T34,2015-02-15,The Left Party,left,-0.355886
567103721616977920,actor_T09,2015-02-15,The Left Party,left,0.141956
567966320769282048,actor_T27,2015-02-18,CDU/CSU,middle,-0.432982
568782344485806080,actor_T26,2015-02-20,CDU/CSU,middle,1.10015
569192667613143041,actor_T13,2015-02-21,CDU/CSU,middle,0.976649
570156230704029696,actor_T15,2015-02-24,SPD,middle,-0.668614
570205810539823104,actor_T29,2015-02-24,The Left Party,left,-0.9802
570704599201521664,actor_T23,2015-02-25,SPD,middle,0.887915
570715171330646016,actor_T09,2015-02-25,The Left Party,left,-0.274552
571229229817466880,actor_T12,2015-02-27,CDU/CSU,middle,1.276273
571418330197860353,actor_T06,2015-02-27,The Left Party,left,0.245508
572503674884362240,actor_T27,2015-03-02,CDU/CSU,middle,0.237085
572770449391796224,actor_T26,2015-03-03,CDU/CSU,middle,0.999123
574713146809655296,actor_T12,2015-03-08,CDU/CSU,middle,0.551503
575611682036322304,actor_T27,2015-03-11,CDU/CSU,middle,-0.062244
576113224724054017,actor_T07,2015-03-12,CDU/CSU,middle,0.487161
576154626065637376,actor_T09,2015-03-12,The Left Party,left,0.095332
576904163583459328,actor_T12,2015-03-15,CDU/CSU,middle,0.416205
577493155450343425,actor_T26,2015-03-16,CDU/CSU,middle,0.321437
577536344848789505,actor_T06,2015-03-16,The Left Party,left,0.527342
579323664010747904,actor_T23,2015-03-21,SPD,middle,-0.801157
579406772512956416,actor_T27,2015-03-21,CDU/CSU,middle,-1.66484
579671669033316354,actor_T18,2015-03-22,AFD,right,-0.122735
580048145616359424,actor_T34,2015-03-23,The Left Party,left,0.706994
580599802628571137,actor_T13,2015-03-25,CDU/CSU,middle,0.546021
580999486522073089,actor_T12,2015-03-26,CDU/CSU,middle,0.410487
581359211382202368,actor_T09,2015-03-27,The Left Party,left,1.02399
581415662435901440,actor_T26,2015-03-27,CDU/CSU,middle,1.638628
582486920187551744,actor_T20,2015-03-30,The Left Party,left,-0.284384
583243012630773760,actor_T19,2015-04-01,Alliance 90/The Greens,middle,-0.314728
583722037031673856,actor_T15,2015-04-02,SPD,middle,0.900866
584834762335989762,actor_T09,2015-04-05,The Left Party,left,0.194832
585309602293645312,actor_T06,2015-04-07,The Left Party,left,0.552967
585427700468297728,actor_T27,2015-04-07,CDU/CSU,middle,0.076473
586334514781224960,actor_T26,2015-04-10,CDU/CSU,middle,0.775689
586472428244721664,actor_T07,2015-04-10,CDU/CSU,middle,-0.177281
586516075644379136,actor_T12,2015-04-10,CDU/CSU,middle,1.193429
588754018261983233,actor_T29,2015-04-16,The Left Party,left,0.033339
588784720680464384,actor_T12,2015-04-16,CDU/CSU,middle,-0.317971
589451801138700288,actor_T26,2015-04-18,CDU/CSU,middle,0.449748
589811947052408832,actor_T15,2015-04-19,SPD,middle,0.503956
590060257851899904,actor_T09,2015-04-20,The Left Party,left,0.232741
590620766292615169,actor_T27,2015-04-21,CDU/CSU,middle,-0.22837
591204668098904064,actor_T12,2015-04-23,CDU/CSU,middle,-0.354521
591289473113133058,actor_T13,2015-04-23,CDU/CSU,middle,0.536968
592577936668172288,actor_T29,2015-04-27,The Left Party,left,0.684566
593006145557635072,actor_T12,2015-04-28,CDU/CSU,middle,0.903805
593401336852525056,actor_T15,2015-04-29,SPD,middle,0.634396
593807587663052800,actor_T29,2015-04-30,The Left Party,left,-0.24937
593812668340969472,actor_T26,2015-04-30,CDU/CSU,middle,0.075425
593836861061255168,actor_T06,2015-04-30,The Left Party,left,1.544949
595479918110179328,actor_T23,2015-05-05,SPD,middle,-0.582243
596037100962762752,actor_T27,2015-05-06,CDU/CSU,middle,0.70379
596252847106347008,actor_T29,2015-05-07,The Left Party,left,-0.068872
596652502579286016,actor_T26,2015-05-08,CDU/CSU,middle,0.816119
597207141410336768,actor_T19,2015-05-10,Alliance 90/The Greens,middle,0.587426
597467083924987904,actor_T09,2015-05-10,The Left Party,left,-0.277583
598427972534738945,actor_T29,2015-05-13,The Left Party,left,-0.701364
598459812314218496,actor_T12,2015-05-13,CDU/CSU,middle,0.796274
599821052366233600,actor_T13,2015-05-17,CDU/CSU,middle,-0.296088
599923083756118016,actor_T26,2015-05-17,CDU/CSU,middle,0.09013
600036665130889216,actor_T27,2015-05-17,CDU/CSU,middle,0.093566
600661006839320576,actor_T07,2015-05-19,CDU/CSU,middle,-0.522293
600673535686799360,actor_T29,2015-05-19,The Left Party,left,0.355751
601680910627536896,actor_T26,2015-05-22,CDU/CSU,middle,1.791656
601866924318978048,actor_T12,2015-05-22,CDU/CSU,middle,0.800542
603984874807173121,actor_T06,2015-05-28,The Left Party,left,0.639237
605470417541820416,actor_T27,2015-06-01,CDU/CSU,middle,0.071158
605646022350643200,actor_T26,2015-06-02,CDU/CSU,middle,0.211686
605722905750740992,actor_T09,2015-06-02,The Left Party,left,0.206792
606404790587949056,actor_T29,2015-06-04,The Left Party,left,0.19586
606504831449219072,actor_T12,2015-06-04,CDU/CSU,middle,-0.570664
607576132049858561,actor_T15,2015-06-07,SPD,middle,-1.522389
607846694420643840,actor_T23,2015-06-08,SPD,middle,1.388665
607926992755937280,actor_T09,2015-06-08,The Left Party,left,0.049439
607988781933842434,actor_T29,2015-06-08,The Left Party,left,0.270285
608613092809957376,actor_T10,2015-06-10,SPD,middle,0.023406
608655074596913152,actor_T34,2015-06-10,The Left Party,left,0.591656
608752444215013376,actor_T27,2015-06-10,CDU/CSU,middle,-0.080771
609028084982009858,actor_T26,2015-06-11,CDU/CSU,middle,0.645778
609644279422693376,actor_T29,2015-06-13,The Left Party,left,0.572731
609657060700090368,actor_T13,2015-06-13,CDU/CSU,middle,0.550872
610107938397650946,actor_T12,2015-06-14,CDU/CSU,middle,0.232673
610124708848209921,actor_T09,2015-06-14,The Left Party,left,0.859601
610858959398940672,actor_T09,2015-06-16,The Left Party,left,-0.191513
611079292399841281,actor_T26,2015-06-17,CDU/CSU,middle,1.569104
611178851998265346,actor_T15,2015-06-17,SPD,middle,0.151244
612158570067591168,actor_T29,2015-06-20,The Left Party,left,-0.154225
612195802434433024,actor_T06,2015-06-20,The Left Party,left,1.263644
613317595358490624,actor_T12,2015-06-23,CDU/CSU,middle,0.060472
614002173261836288,actor_T23,2015-06-25,SPD,middle,-0.616861
614503331227140096,actor_T26,2015-06-26,CDU/CSU,middle,0.940093
615759282026340353,actor_T15,2015-06-30,SPD,middle,0.613983
615786086439063552,actor_T29,2015-06-30,The Left Party,left,-0.816768
615834801761832960,actor_T09,2015-06-30,The Left Party,left,-0.543115
615893888021172224,actor_T07,2015-06-30,CDU/CSU,middle,-0.616397
615949115080470528,actor_T06,2015-06-30,The Left Party,left,0.351353
616199144336719872,actor_T27,2015-07-01,CDU/CSU,middle,0.547551
616503812187136000,actor_T12,2015-07-02,CDU/CSU,middle,0.549248
616750798022836225,actor_T26,2015-07-02,CDU/CSU,middle,0.109835
617652809454985216,actor_T29,2015-07-05,The Left Party,left,0.300067
617805749289418752,actor_T09,2015-07-05,The Left Party,left,-1.065928
618176216026247169,actor_T13,2015-07-06,CDU/CSU,middle,0.513168
619900443142057984,actor_T06,2015-07-11,The Left Party,left,0.3016
619984584881668104,actor_T15,2015-07-11,SPD,middle,-0.360701
620013982712209408,actor_T12,2015-07-11,CDU/CSU,middle,-0.64196
620197187503431680,actor_T26,2015-07-12,CDU/CSU,middle,0.74985
620492773960097792,actor_T29,2015-07-13,The Left Party,left,-1.520557
621404528496275456,actor_T09,2015-07-15,The Left Party,left,-0.306771
621629117352538112,actor_T15,2015-07-16,SPD,middle,-0.073966
621741347276488704,actor_T12,2015-07-16,CDU/CSU,middle,0.199055
623052090450030592,actor_T21,2015-07-20,AFD,right,0.98321
623104862079819776,actor_T21,2015-07-20,AFD,right,0.335476
623159210835058688,actor_T12,2015-07-20,CDU/CSU,middle,-0.292607
623459733924655105,actor_T29,2015-07-21,The Left Party,left,-0.397742
624175687759437825,actor_T26,2015-07-23,CDU/CSU,middle,0.617823
624961687691636737,actor_T13,2015-07-25,CDU/CSU,middle,0.317236
625977486191521792,actor_T12,2015-07-28,CDU/CSU,middle,0.103459
626059833184227328,actor_T26,2015-07-28,CDU/CSU,middle,0.759757
627078823209779201,actor_T23,2015-07-31,SPD,middle,-0.152272
628537456321765376,actor_T12,2015-08-04,CDU/CSU,middle,0.154951
628917265996623872,actor_T06,2015-08-05,The Left Party,left,0.685772
629655023895584768,actor_T26,2015-08-07,CDU/CSU,middle,1.426333
629657842681712640,actor_T15,2015-08-07,SPD,middle,0.108893
630323015444729856,actor_T29,2015-08-09,The Left Party,left,0.103374
630342994038792193,actor_T27,2015-08-09,CDU/CSU,middle,0.317947
631475859807932416,actor_T34,2015-08-12,The Left Party,left,0.713312
633302971443494912,actor_T13,2015-08-17,CDU/CSU,middle,-0.67828
633629028461715457,actor_T12,2015-08-18,CDU/CSU,middle,0.443976
634096561904058368,actor_T29,2015-08-19,The Left Party,left,-1.069229
634247144996761600,actor_T26,2015-08-20,CDU/CSU,middle,0.058178
635877462702968832,actor_T06,2015-08-24,The Left Party,left,0.414983
636785996852559872,actor_T12,2015-08-27,CDU/CSU,middle,-0.055049
637309238835052544,actor_T21,2015-08-28,AFD,right,-0.175337
637315974539182080,actor_T21,2015-08-28,AFD,right,0.092413
637332628576858112,actor_T21,2015-08-28,AFD,right,-1.188949
637477311416299520,actor_T21,2015-08-29,AFD,right,-1.076053
637478244430835712,actor_T21,2015-08-29,AFD,right,-0.727117
637509182250446848,actor_T29,2015-08-29,The Left Party,left,0.543583
637547852412112896,actor_T21,2015-08-29,AFD,right,0.286371
637547883022168064,actor_T21,2015-08-29,AFD,right,0.40612
637548632900792320,actor_T21,2015-08-29,AFD,right,-0.077196
637555804212756480,actor_T21,2015-08-29,AFD,right,0.086239
637556071872245760,actor_T21,2015-08-29,AFD,right,0.367482
637557944847048704,actor_T21,2015-08-29,AFD,right,0.449569
637560024873758720,actor_T21,2015-08-29,AFD,right,1.760515
637560446967484416,actor_T21,2015-08-29,AFD,right,-1.257337
637607466784681984,actor_T21,2015-08-29,AFD,right,0.18962
637610526932135936,actor_T21,2015-08-29,AFD,right,0.450761
637611716612890624,actor_T21,2015-08-29,AFD,right,-0.102883
637617331670265856,actor_T21,2015-08-29,AFD,right,0.122268
637622114850312192,actor_T21,2015-08-29,AFD,right,-1.056085
637627719161917440,actor_T21,2015-08-29,AFD,right,0.706492
637630397061406720,actor_T21,2015-08-29,AFD,right,-0.213094
637636577355780097,actor_T21,2015-08-29,AFD,right,-0.519863
637649285362937856,actor_T21,2015-08-29,AFD,right,-0.59274
637750730749775873,actor_T21,2015-08-29,AFD,right,-1.299447
638629970521260032,actor_T29,2015-09-01,The Left Party,left,-0.301179
638740297661444096,actor_T09,2015-09-01,The Left Party,left,-0.752447
638813499825782784,actor_T15,2015-09-01,SPD,middle,0.587114
640129234506268672,actor_T12,2015-09-05,CDU/CSU,middle,-0.379659
640138682398310400,actor_T27,2015-09-05,CDU/CSU,middle,0.564884
640186167682539520,actor_T29,2015-09-05,The Left Party,left,-0.766759
640806955519471616,actor_T21,2015-09-07,AFD,right,-1.103292
640851786509721600,actor_T26,2015-09-07,CDU/CSU,middle,0.442872
641504953371099136,actor_T21,2015-09-09,AFD,right,-0.723806
641616988146659328,actor_T21,2015-09-09,AFD,right,0.630375
642268194711867392,actor_T12,2015-09-11,CDU/CSU,middle,0.121103
642625669759897600,actor_T26,2015-09-12,CDU/CSU,middle,-1.638286
642648988928331776,actor_T06,2015-09-12,The Left Party,left,-0.208762
642717294653784064,actor_T34,2015-09-12,The Left Party,left,-0.921255
643124702291042304,actor_T29,2015-09-13,The Left Party,left,0.576152
643441623733510144,actor_T13,2015-09-14,CDU/CSU,middle,-0.46386
645328049785978880,actor_T23,2015-09-19,SPD,middle,-0.409228
645340201468973056,actor_T21,2015-09-19,AFD,right,0.22808
645543946010165248,actor_T26,2015-09-20,CDU/CSU,middle,0.332653
645557697761427456,actor_T06,2015-09-20,The Left Party,left,1.364801
645994886773252096,actor_T15,2015-09-21,SPD,middle,-0.117005
646065657155555328,actor_T12,2015-09-21,CDU/CSU,middle,0.788954
646201451551850496,actor_T29,2015-09-22,The Left Party,left,-0.537473
646685381816135680,actor_T07,2015-09-23,CDU/CSU,middle,1.435629
647298314946379776,actor_T29,2015-09-25,The Left Party,left,-0.280963
647313587774574592,actor_T27,2015-09-25,CDU/CSU,middle,0.730034
648493534404870144,actor_T26,2015-09-28,CDU/CSU,middle,0.054208
648576016781344769,actor_T06,2015-09-28,The Left Party,left,-0.423619
649119485648109568,actor_T29,2015-09-30,The Left Party,left,-0.732346
649238935340744704,actor_T10,2015-09-30,SPD,middle,0.921257
649323024387305472,actor_T09,2015-09-30,The Left Party,left,0.141368
649545914638561280,actor_T15,2015-10-01,SPD,middle,0.779361
650439836957024256,actor_T12,2015-10-03,CDU/CSU,middle,0.52586
651073032908357632,actor_T13,2015-10-05,CDU/CSU,middle,0.388143
651656645949399040,actor_T06,2015-10-07,The Left Party,left,0.450847
651707142139985920,actor_T26,2015-10-07,CDU/CSU,middle,1.262043
651925144986894336,actor_T12,2015-10-08,CDU/CSU,middle,0.525093
652369992579686400,actor_T29,2015-10-09,The Left Party,left,0.038074
652800764788776960,actor_T27,2015-10-10,CDU/CSU,middle,-0.766483
653264599148572672,actor_T26,2015-10-11,CDU/CSU,middle,0.194476
654291452688736260,actor_T26,2015-10-14,CDU/CSU,middle,-0.876143
655378992581779456,actor_T12,2015-10-17,CDU/CSU,middle,-0.214571
656146396983238656,actor_T34,2015-10-19,The Left Party,left,-0.860032
656201380777086976,actor_T26,2015-10-19,CDU/CSU,middle,-0.384127
656433414619336708,actor_T06,2015-10-20,The Left Party,left,1.177112
657433770275020800,actor_T21,2015-10-23,AFD,right,-0.284182
658229168585506817,actor_T21,2015-10-25,AFD,right,-0.724036
658626622396964864,actor_T29,2015-10-26,The Left Party,left,0.101582
658663611716534273,actor_T15,2015-10-26,SPD,middle,-0.014294
659305308318253057,actor_T21,2015-10-28,AFD,right,-0.328328
659467201745952768,actor_T23,2015-10-28,SPD,middle,1.605666
659677648776527872,actor_T12,2015-10-29,CDU/CSU,middle,0.555076
660022114167181312,actor_T27,2015-10-30,CDU/CSU,middle,1.132733
660168616504131584,actor_T26,2015-10-30,CDU/CSU,middle,-0.770408
661548400651935745,actor_T13,2015-11-03,CDU/CSU,middle,0.224735
661819103561256962,actor_T29,2015-11-04,The Left Party,left,-0.316464
662006934594285570,actor_T26,2015-11-04,CDU/CSU,middle,1.234436
662317874137182208,actor_T09,2015-11-05,The Left Party,left,-0.234512
662328215969660928,actor_T06,2015-11-05,The Left Party,left,1.257408
663735323579535360,actor_T29,2015-11-09,The Left Party,left,-0.067833
664385821362003968,actor_T07,2015-11-11,CDU/CSU,middle,0.875335
665328107625279488,actor_T15,2015-11-14,SPD,middle,0.570002
665449525709037568,actor_T26,2015-11-14,CDU/CSU,middle,2.194634
665902959197335552,actor_T12,2015-11-15,CDU/CSU,middle,-0.072082
665994105969840128,actor_T21,2015-11-15,AFD,right,0.720208
666369817532899329,actor_T29,2015-11-16,The Left Party,left,-0.464478
667281941343768576,actor_T06,2015-11-19,The Left Party,left,-0.080929
667329221589655552,actor_T34,2015-11-19,The Left Party,left,-0.878709
668496647819796481,actor_T27,2015-11-22,CDU/CSU,middle,0.01176
669243869444374529,actor_T29,2015-11-24,The Left Party,left,0.082762
670612496861028353,actor_T29,2015-11-28,The Left Party,left,0.536221
670967928553127936,actor_T12,2015-11-29,CDU/CSU,middle,0.520876
671054961296482304,actor_T26,2015-11-29,CDU/CSU,middle,0.928836
671057768514764801,actor_T06,2015-11-29,The Left Party,left,0.135449
671694733706706944,actor_T13,2015-12-01,CDU/CSU,middle,0.098319
672314537299869696,actor_T07,2015-12-03,CDU/CSU,middle,0.795708
672765327919423488,actor_T29,2015-12-04,The Left Party,left,-0.187609
673879808187744256,actor_T15,2015-12-07,SPD,middle,0.682942
673981870456119296,actor_T26,2015-12-07,CDU/CSU,middle,-0.106536
675227103466553345,actor_T21,2015-12-11,AFD,right,0.088214
675342756378714112,actor_T06,2015-12-11,The Left Party,left,1.330095
675342944627523585,actor_T29,2015-12-11,The Left Party,left,-0.231063
675399318119944192,actor_T23,2015-12-11,SPD,middle,0.428243
676418891564888064,actor_T15,2015-12-14,SPD,middle,0.271105
676711036658049024,actor_T27,2015-12-15,CDU/CSU,middle,0.051425
677056929022287873,actor_T26,2015-12-16,CDU/CSU,middle,2.371868
677512759693680640,actor_T21,2015-12-17,AFD,right,0.351412
677516755112239104,actor_T21,2015-12-17,AFD,right,0.012534
677519887670095872,actor_T21,2015-12-17,AFD,right,-0.477059
677522096038289408,actor_T21,2015-12-17,AFD,right,0.557466
678117971601072128,actor_T07,2015-12-19,CDU/CSU,middle,0.693865
678948638664585216,actor_T09,2015-12-21,The Left Party,left,0.025155
681378995338919936,actor_T06,2015-12-28,The Left Party,left,-0.312031
681384915963908096,actor_T13,2015-12-28,CDU/CSU,middle,-0.069263
682164381422059520,actor_T29,2015-12-30,The Left Party,left,-0.499299
683644927008501760,actor_T17,2016-01-03,SPD,middle,0.39846
683706488561491968,actor_T30,2016-01-03,FDP,middle,-0.135109
683739898248073216,actor_T26,2016-01-03,CDU/CSU,middle,-0.47065
684668250878246912,actor_T21,2016-01-06,AFD,right,-0.248673
684668571188858880,actor_T21,2016-01-06,AFD,right,0.695433
684743523464261632,actor_T34,2016-01-06,The Left Party,left,0.799843
685786757061853184,actor_T27,2016-01-09,CDU/CSU,middle,0.962714
685959125864476674,actor_T30,2016-01-09,FDP,middle,1.481419
686294926997499905,actor_T29,2016-01-10,The Left Party,left,-0.377541
687294458648465408,actor_T06,2016-01-13,The Left Party,left,-1.800518
687923453513601025,actor_T26,2016-01-15,CDU/CSU,middle,0.677786
688050380018728960,actor_T30,2016-01-15,FDP,middle,1.240079
690196623054520321,actor_T13,2016-01-21,CDU/CSU,middle,0.546386
690242062181097472,actor_T29,2016-01-21,The Left Party,left,-0.554693
690616181426905089,actor_T34,2016-01-22,The Left Party,left,-0.06289
690894270488788992,actor_T30,2016-01-23,FDP,middle,-1.467905
691220239904829441,actor_T09,2016-01-24,The Left Party,left,0.109723
691622938194350080,actor_T27,2016-01-25,CDU/CSU,middle,-0.32798
692019044002709504,actor_T26,2016-01-26,CDU/CSU,middle,0.020606
692049628284522497,actor_T29,2016-01-26,The Left Party,left,-0.335837
693354517786693632,actor_T21,2016-01-30,AFD,right,-0.992288
694881509313003521,actor_T06,2016-02-03,The Left Party,left,1.698368
694899220789256192,actor_T23,2016-02-03,SPD,middle,1.261882
695181991105445888,actor_T24,2016-02-04,AFD,right,-1.386472
695211847092428800,actor_T26,2016-02-04,CDU/CSU,middle,-0.195227
695335072937807874,actor_T15,2016-02-04,SPD,middle,0.923193
695723710943199232,actor_T30,2016-02-05,FDP,middle,0.907953
696279220117381120,actor_T17,2016-02-07,SPD,middle,-0.00246
697448367333449734,actor_T29,2016-02-10,The Left Party,left,-0.985769
697725711654789120,actor_T30,2016-02-11,FDP,middle,0.00076
697884213031337984,actor_T09,2016-02-11,The Left Party,left,0.983315
698859565669085185,actor_T25,2016-02-14,The Left Party,left,-0.122735
698917835427442688,actor_T13,2016-02-14,CDU/CSU,middle,-0.705359
699886143760834561,actor_T07,2016-02-17,CDU/CSU,middle,0.686989
700051747994206208,actor_T06,2016-02-17,The Left Party,left,-1.030846
700386098485317634,actor_T26,2016-02-18,CDU/CSU,middle,-0.417674
700407859037782016,actor_T34,2016-02-18,The Left Party,left,-0.392996
701488190625075201,actor_T23,2016-02-21,SPD,middle,-1.311394
701756333306023936,actor_T29,2016-02-22,The Left Party,left,0.151691
701857985459519488,actor_T30,2016-02-22,FDP,middle,0.785787
702138238002196480,actor_T27,2016-02-23,CDU/CSU,middle,-0.258533
702443423106801665,actor_T10,2016-02-24,SPD,middle,0.473644
703555888792076288,actor_T30,2016-02-27,FDP,middle,0.586277
703855965620166657,actor_T29,2016-02-28,The Left Party,left,0.447029
704259595875827712,actor_T09,2016-02-29,The Left Party,left,1.145369
704391057337884673,actor_T30,2016-02-29,FDP,middle,0.261236
704593793228644353,actor_T26,2016-03-01,CDU/CSU,middle,0.612627
704941474337693696,actor_T15,2016-03-02,SPD,middle,0.449981
705044914199986176,actor_T06,2016-03-02,The Left Party,left,0.672977
705046195169828864,actor_T21,2016-03-02,AFD,right,0.769954
705049568317186048,actor_T21,2016-03-02,AFD,right,-0.003058
705104588072951808,actor_T21,2016-03-02,AFD,right,-0.190676
705107765828710400,actor_T21,2016-03-02,AFD,right,-1.315611
705129052970033152,actor_T21,2016-03-02,AFD,right,-0.886883
705147710198980610,actor_T21,2016-03-02,AFD,right,-0.696876
705278733926735873,actor_T21,2016-03-03,AFD,right,0.468281
705283207839801344,actor_T21,2016-03-03,AFD,right,-1.054329
705288439676145665,actor_T21,2016-03-03,AFD,right,0.944142
705300277239422977,actor_T21,2016-03-03,AFD,right,0.708459
705427474759479297,actor_T21,2016-03-03,AFD,right,-0.525187
705498514197860352,actor_T30,2016-03-03,FDP,middle,0.21795
705647654030553088,actor_T21,2016-03-04,AFD,right,-1.228031
705648758420156416,actor_T21,2016-03-04,AFD,right,-0.621478
705652540893847554,actor_T21,2016-03-04,AFD,right,0.286127
705653462566961154,actor_T21,2016-03-04,AFD,right,-0.66278
705682676775305217,actor_T21,2016-03-04,AFD,right,0.102312
705764832109318144,actor_T28,2016-03-04,FDP,middle,0.375442
706045051646963712,actor_T34,2016-03-05,The Left Party,left,1.137768
706600558015213568,actor_T21,2016-03-06,AFD,right,-1.265836
706601428031291392,actor_T21,2016-03-06,AFD,right,-0.484476
706601802909786112,actor_T21,2016-03-06,AFD,right,-0.140087
706764347352215552,actor_T25,2016-03-07,The Left Party,left,1.228068
706905803375190017,actor_T34,2016-03-07,The Left Party,left,-0.545816
707114962817323008,actor_T26,2016-03-08,CDU/CSU,middle,0.242592
707137205848768512,actor_T17,2016-03-08,SPD,middle,0.597046
707220222382628864,actor_T31,2016-03-08,The Left Party,left,0.12891
707247560856043520,actor_T23,2016-03-08,SPD,middle,0.851098
707248778777141248,actor_T12,2016-03-08,CDU/CSU,middle,-0.880902
707281174222213121,actor_T13,2016-03-08,CDU/CSU,middle,0.201949
707564494285873154,actor_T24,2016-03-09,AFD,right,0.110021
708248033985765376,actor_T26,2016-03-11,CDU/CSU,middle,0.411086
708396905206837248,actor_T30,2016-03-11,FDP,middle,-0.392415
708554379167719424,actor_T29,2016-03-12,The Left Party,left,1.313326
708574002952982528,actor_T25,2016-03-12,The Left Party,left,-0.13317
708785685881348096,actor_T26,2016-03-12,CDU/CSU,middle,0.07029
709069274174922752,actor_T27,2016-03-13,CDU/CSU,middle,-0.633064
709157571765129216,actor_T21,2016-03-13,AFD,right,-0.791996
709158203649609730,actor_T21,2016-03-13,AFD,right,-1.082418
709159354604363776,actor_T21,2016-03-13,AFD,right,-0.042638
709160351753867264,actor_T21,2016-03-13,AFD,right,-0.827634
709163971971063809,actor_T21,2016-03-13,AFD,right,-1.107778
709164515808649218,actor_T21,2016-03-13,AFD,right,0.366894
709164711095496704,actor_T21,2016-03-13,AFD,right,0.625427
709165084292022272,actor_T21,2016-03-13,AFD,right,0.185066
709165193012649985,actor_T21,2016-03-13,AFD,right,0.435164
709165249086226432,actor_T21,2016-03-13,AFD,right,0.522107
709165406758502400,actor_T21,2016-03-13,AFD,right,0.045121
709273943262281728,actor_T21,2016-03-14,AFD,right,-0.637825
709275245283303424,actor_T21,2016-03-14,AFD,right,-0.634849
709278908911378432,actor_T21,2016-03-14,AFD,right,-0.338267
709280059295731712,actor_T21,2016-03-14,AFD,right,-1.306322
709280715494563840,actor_T21,2016-03-14,AFD,right,-1.516992
709284219873316864,actor_T21,2016-03-14,AFD,right,2.294627
709399283003301889,actor_T12,2016-03-14,CDU/CSU,middle,0.893924
709480855501213697,actor_T21,2016-03-14,AFD,right,-1.008813
709481295382974465,actor_T21,2016-03-14,AFD,right,-0.444961
709485363065135104,actor_T21,2016-03-14,AFD,right,-1.599499
709487290641477632,actor_T21,2016-03-14,AFD,right,-1.008116
709489361604186113,actor_T21,2016-03-14,AFD,right,-1.341471
709491085958111233,actor_T21,2016-03-14,AFD,right,-0.502011
709493916748230656,actor_T21,2016-03-14,AFD,right,-0.893349
709496551077453826,actor_T21,2016-03-14,AFD,right,-0.272827
709502526182309888,actor_T21,2016-03-14,AFD,right,-0.824364
709624248378236929,actor_T21,2016-03-15,AFD,right,-0.282994
709632273742766080,actor_T21,2016-03-15,AFD,right,-1.27024
709776629246107648,actor_T29,2016-03-15,The Left Party,left,0.434555
709883976706605056,actor_T21,2016-03-15,AFD,right,-0.387405
709884285344464897,actor_T21,2016-03-15,AFD,right,0.680657
709885193453228032,actor_T21,2016-03-15,AFD,right,-1.129949
709989200586788864,actor_T21,2016-03-16,AFD,right,-0.431902
709994949207531521,actor_T21,2016-03-16,AFD,right,-0.065838
709996007199809537,actor_T21,2016-03-16,AFD,right,0.423266
709997073660252160,actor_T21,2016-03-16,AFD,right,-0.502166
710020064016277504,actor_T21,2016-03-16,AFD,right,-0.852675
